"","name","injury","week","team","year"
"1","['Seth Olsen']","Injured Reserve: concussion","week_1","Minnesota Vikings",2013
"2","['Josh Freeman']","Doubtful: concussion","week_8","Minnesota Vikings",2013
"3","['Josh Freeman']","Questionable: concussion","week_9","Minnesota Vikings",2013
"4","['John Sullivan']","Questionable: concussion","week_12","Minnesota Vikings",2013
"5","['Xavier Rhodes']","Questionable: concussion","week_13","Minnesota Vikings",2013
"6","['Joe Webb']","Questionable: concussion","week_13","Minnesota Vikings",2013
"7","['Christian Ponder']","Questionable: concussion","week_14","Minnesota Vikings",2013
"8","['Chris Cook']","Questionable: concussion","week_15","Minnesota Vikings",2013
"9","['Christian Ponder']","Questionable: concussion","week_15","Minnesota Vikings",2013
"10","['John Carlson']","Probable: concussion","week_16","Minnesota Vikings",2013
"11","['Chris Cook']","Questionable: concussion","week_16","Minnesota Vikings",2013
"12","['John Carlson']","Injured Reserve: concussion","week_17","Minnesota Vikings",2013
