"","name","injury","week","team","year"
"1","['Ryan Wendell']","Questionable: concussion","week_6","New England Patriots",2013
"2","['Danny Amendola']","Out: concussion","week_7","New England Patriots",2013
"3","['Danny Amendola']","Questionable: concussion","week_8","New England Patriots",2013
"4","['Nate Solder']","Questionable: concussion","week_15","New England Patriots",2013
"5","['Nate Solder']","Questionable: concussion","week_16","New England Patriots",2013
"6","['Nate Solder']","Questionable: concussion","week_17","New England Patriots",2013
"7","['Nolan Carroll']","Probable: concussion","week_10","Miami Dolphins",2013
"8","['John Jerry']","Questionable: concussion","week_14","Miami Dolphins",2013
"9","['Lamar Miller']","Questionable: concussion","week_15","Miami Dolphins",2013
"10","['Kevin Kolb']","Injured Reserve: concussion","week_1","Buffalo Bills",2013
"11","['Kevin Kolb']","Injured Reserve: concussion","week_2","Buffalo Bills",2013
"12","['Kevin Kolb']","Injured Reserve: concussion","week_3","Buffalo Bills",2013
"13","['Kevin Kolb']","Injured Reserve: concussion","week_4","Buffalo Bills",2013
"14","['Kevin Kolb']","Injured Reserve: concussion","week_5","Buffalo Bills",2013
"15","['Kevin Kolb']","Injured Reserve: concussion","week_6","Buffalo Bills",2013
"16","['Kevin Kolb']","Injured Reserve: concussion","week_7","Buffalo Bills",2013
"17","['Kevin Kolb']","Injured Reserve: concussion","week_8","Buffalo Bills",2013
"18","['Kevin Kolb']","Injured Reserve: concussion","week_9","Buffalo Bills",2013
"19","['Kevin Kolb']","Injured Reserve: concussion","week_10","Buffalo Bills",2013
"20","['Kevin Kolb']","Injured Reserve: concussion","week_11","Buffalo Bills",2013
"21","['Kevin Kolb']","Injured Reserve: concussion","week_13","Buffalo Bills",2013
"22","['Kevin Kolb']","Injured Reserve: concussion","week_14","Buffalo Bills",2013
"23","['Kevin Kolb']","Injured Reserve: concussion","week_15","Buffalo Bills",2013
"24","['Kevin Kolb']","Injured Reserve: concussion","week_16","Buffalo Bills",2013
"25","['Kevin Kolb']","Injured Reserve: concussion","week_17","Buffalo Bills",2013
"26","['Stephen Hill']","Questionable: concussion","week_5","New York Jets",2013
"27","['Jeff Cumberland']","Doubtful: concussion","week_9","New York Jets",2013
"28","['Antonio Allen']","Probable: concussion","week_11","New York Jets",2013
"29","['Jeff Cumberland']","Probable: concussion","week_11","New York Jets",2013
"30","['Antonio Cromartie']","Questionable: hip/concussion","week_15","New York Jets",2013
"31","['DeAndre Hopkins']","Probable: concussion","week_1","Houston Texans",2013
"32","['Darryl Sharpton']","Doubtful: concussion","week_1","Houston Texans",2013
"33","['Darryl Sharpton']","Questionable: concussion","week_2","Houston Texans",2013
"34","['Brian Cushing']","Questionable: concussion","week_5","Houston Texans",2013
"35","['Ryan Griffin']","Questionable: concussion","week_11","Houston Texans",2013
"36","['Ryan Griffin']","Probable: concussion","week_12","Houston Texans",2013
"37","['Pat Angerer']","Probable: concussion","week_2","Indianapolis Colts",2013
"38","['Jerrell Freeman']","Questionable: concussion","week_7","Indianapolis Colts",2013
"39","['Stanley Havili']","Questionable: concussion","week_12","Indianapolis Colts",2013
