"","name","injury","week","team","year"
"1","['Theo Riddick']","Questionable: concussion","week_6","Detroit Lions",2013
"2","['Tony Scheffler']","Questionable: concussion","week_6","Detroit Lions",2013
"3","['Theo Riddick']","Questionable: concussion","week_7","Detroit Lions",2013
"4","['Tony Scheffler']","Questionable: concussion","week_7","Detroit Lions",2013
"5","['Andre Fluellen']","Questionable: concussion","week_8","Detroit Lions",2013
"6","['Theo Riddick']","Questionable: concussion","week_8","Detroit Lions",2013
"7","['Dorin Dickerson']","Questionable: concussion","week_17","Detroit Lions",2013
