"","name","injury","week","team","year"
"1","['Jamarca Sanford']","Questionable: concussion","week_7","Minnesota Vikings",2011
"2","['John Sullivan']","Questionable: concussion","week_7","Minnesota Vikings",2011
"3","['Husain Abdullah']","Probable: concussion","week_8","Minnesota Vikings",2011
"4","['Lorenzo Booker']","Questionable: concussion","week_8","Minnesota Vikings",2011
"5","['Jamarca Sanford']","Probable: concussion","week_8","Minnesota Vikings",2011
"6","['John Sullivan']","Probable: concussion","week_8","Minnesota Vikings",2011
"7","['Lorenzo Booker']","Questionable: concussion","week_10","Minnesota Vikings",2011
"8","['Husain Abdullah']","Doubtful: concussion","week_11","Minnesota Vikings",2011
"9","['Husain Abdullah']","Questionable: concussion","week_12","Minnesota Vikings",2011
"10","['Husain Abdullah']","Injured Reserve: concussion","week_13","Minnesota Vikings",2011
"11","['Husain Abdullah']","Injured Reserve: concussion","week_14","Minnesota Vikings",2011
"12","['Brian Robison']","Questionable: concussion","week_14","Minnesota Vikings",2011
"13","['Husain Abdullah']","Injured Reserve: concussion","week_15","Minnesota Vikings",2011
"14","['Greg Camarillo']","Questionable: concussion","week_15","Minnesota Vikings",2011
"15","['Husain Abdullah']","Injured Reserve: concussion","week_16","Minnesota Vikings",2011
"16","['Steve Hutchinson']","Questionable: concussion","week_16","Minnesota Vikings",2011
"17","['Husain Abdullah']","Injured Reserve: concussion","week_17","Minnesota Vikings",2011
"18","['Steve Hutchinson']","Injured Reserve: concussion","week_17","Minnesota Vikings",2011
"19","['Christian Ponder']","Probable: concussion","week_17","Minnesota Vikings",2011
