"","name","injury","week","team","year"
"1","['Mario Manningham']","Doubtful: concussion","week_3","New York Giants",2011
"2","['Mario Manningham']","Questionable: concussion","week_4","New York Giants",2011
"3","['Zak DeOssie']","Questionable: concussion","week_6","New York Giants",2011
"4","['Chris Snee']","Questionable: concussion","week_6","New York Giants",2011
"5","['Chris Snee']","Probable: concussion","week_8","New York Giants",2011
"6","['Danny Ware']","Probable: concussion","week_12","New York Giants",2011
"7","['Hakeem Nicks']","Questionable: ribs/concussion","week_13","New York Giants",2011
"8","['Danny Ware']","Questionable: concussion","week_19","New York Giants",2011
