"","name","injury","week","team","year"
"1","['Lawrence Guy']","Injured Reserve: concussion","week_1","Green Bay Packers",2011
"2","['Lawrence Guy']","Injured Reserve: concussion","week_2","Green Bay Packers",2011
"3","['Lawrence Guy']","Injured Reserve: concussion","week_3","Green Bay Packers",2011
"4","['Lawrence Guy']","Injured Reserve: concussion","week_4","Green Bay Packers",2011
"5","['Lawrence Guy']","Injured Reserve: concussion","week_5","Green Bay Packers",2011
"6","['Lawrence Guy']","Injured Reserve: concussion","week_6","Green Bay Packers",2011
"7","['Lawrence Guy']","Injured Reserve: concussion","week_7","Green Bay Packers",2011
"8","['Sam Shields']","Questionable: concussion","week_7","Green Bay Packers",2011
"9","['Lawrence Guy']","Injured Reserve: concussion","week_9","Green Bay Packers",2011
"10","['Sam Shields']","Probable: concussion","week_9","Green Bay Packers",2011
"11","['Lawrence Guy']","Injured Reserve: concussion","week_10","Green Bay Packers",2011
"12","['Lawrence Guy']","Injured Reserve: concussion","week_11","Green Bay Packers",2011
"13","['Lawrence Guy']","Injured Reserve: concussion","week_12","Green Bay Packers",2011
"14","['Lawrence Guy']","Injured Reserve: concussion","week_13","Green Bay Packers",2011
"15","['Lawrence Guy']","Injured Reserve: concussion","week_14","Green Bay Packers",2011
"16","['Charles Woodson']","Probable: concussion","week_14","Green Bay Packers",2011
"17","['Lawrence Guy']","Injured Reserve: concussion","week_15","Green Bay Packers",2011
"18","['Lawrence Guy']","Injured Reserve: concussion","week_16","Green Bay Packers",2011
"19","['Lawrence Guy']","Injured Reserve: concussion","week_17","Green Bay Packers",2011
"20","['Lawrence Guy']","Injured Reserve: concussion","week_19","Green Bay Packers",2011
