"","name","injury","week","team","year"
"1","['Alex Smith']","Probable: concussion","week_3","San Francisco 49ers",2011
"2","['Jonathan Goodwin']","Questionable: concussion","week_8","San Francisco 49ers",2011
"3","['Bruce Miller']","Doubtful: concussion","week_12","San Francisco 49ers",2011
"4","['Bruce Miller']","Questionable: concussion","week_13","San Francisco 49ers",2011
"5","['Kyle Williams']","Doubtful: concussion","week_17","San Francisco 49ers",2011
"6","['Kyle Williams']","Questionable: concussion","week_19","San Francisco 49ers",2011
