"","name","injury","week","team","year"
"1","['Mike Williams']","Out: concussion","week_5","Seattle Seahawks",2011
"2","['Zach Miller']","Questionable: concussion","week_7","Seattle Seahawks",2011
"3","['Marcus Trufant']","Injured Reserve: concussion","week_7","Seattle Seahawks",2011
"4","['Mike Williams']","Probable: concussion","week_7","Seattle Seahawks",2011
"5","['Zach Miller']","Questionable: concussion/neck","week_8","Seattle Seahawks",2011
"6","['Marcus Trufant']","Injured Reserve: concussion","week_8","Seattle Seahawks",2011
"7","['Marcus Trufant']","Injured Reserve: concussion","week_9","Seattle Seahawks",2011
"8","['Marcus Trufant']","Injured Reserve: concussion","week_10","Seattle Seahawks",2011
"9","['David Vobora']","Questionable: concussion","week_10","Seattle Seahawks",2011
"10","['Doug Baldwin']","Probable: concussion","week_11","Seattle Seahawks",2011
"11","['Kam Chancellor']","Probable: concussion","week_11","Seattle Seahawks",2011
"12","['Sidney Rice']","Probable: concussion","week_11","Seattle Seahawks",2011
"13","['Marcus Trufant']","Injured Reserve: concussion","week_11","Seattle Seahawks",2011
"14","['David Vobora']","Probable: concussion","week_11","Seattle Seahawks",2011
"15","['Marcus Trufant']","Injured Reserve: concussion","week_12","Seattle Seahawks",2011
"16","['Marcus Trufant']","Injured Reserve: concussion","week_13","Seattle Seahawks",2011
"17","['Marcus Trufant']","Injured Reserve: concussion","week_14","Seattle Seahawks",2011
"18","['Marcus Trufant']","Injured Reserve: concussion","week_15","Seattle Seahawks",2011
"19","['Clinton McDonald']","Questionable: concussion","week_16","Seattle Seahawks",2011
"20","['Malcolm Smith']","Questionable: concussion","week_16","Seattle Seahawks",2011
"21","['Marcus Trufant']","Injured Reserve: concussion","week_16","Seattle Seahawks",2011
"22","['Clinton McDonald']","Probable: concussion","week_17","Seattle Seahawks",2011
"23","['Malcolm Smith']","Probable: concussion","week_17","Seattle Seahawks",2011
"24","['Marcus Trufant']","Injured Reserve: concussion","week_17","Seattle Seahawks",2011
