"","name","injury","week","team","year"
"1","['Nate Ness']","Injured Reserve: concussion","week_1","Carolina Panthers",2012
"2","['Nate Ness']","Injured Reserve: concussion","week_2","Carolina Panthers",2012
"3","['Nate Ness']","Injured Reserve: concussion","week_3","Carolina Panthers",2012
"4","['Nate Ness']","Injured Reserve: concussion","week_4","Carolina Panthers",2012
"5","['Nate Ness']","Injured Reserve: concussion","week_5","Carolina Panthers",2012
"6","['Nate Ness']","Injured Reserve: concussion","week_7","Carolina Panthers",2012
"7","['Nate Ness']","Injured Reserve: concussion","week_8","Carolina Panthers",2012
"8","['Brandon LaFell']","Doubtful: concussion","week_9","Carolina Panthers",2012
"9","['Nate Ness']","Injured Reserve: concussion","week_9","Carolina Panthers",2012
"10","['Brandon LaFell']","Questionable: concussion","week_10","Carolina Panthers",2012
"11","['Nate Ness']","Injured Reserve: concussion","week_10","Carolina Panthers",2012
"12","['Nate Ness']","Injured Reserve: concussion","week_11","Carolina Panthers",2012
"13","['Nate Ness']","Injured Reserve: concussion","week_12","Carolina Panthers",2012
"14","['Nate Ness']","Injured Reserve: concussion","week_13","Carolina Panthers",2012
"15","['Nate Ness']","Injured Reserve: concussion","week_14","Carolina Panthers",2012
"16","['Nate Ness']","Injured Reserve: concussion","week_15","Carolina Panthers",2012
"17","['Nate Ness']","Injured Reserve: concussion","week_16","Carolina Panthers",2012
"18","['Nate Ness']","Injured Reserve: concussion","week_17","Carolina Panthers",2012
