"","name","injury","week","team","year"
"1","['Adrian Robinson']","Questionable: concussion","week_8","Pittsburgh Steelers",2012
"2","['Ryan Clark']","Probable: concussion","week_9","Pittsburgh Steelers",2012
"3","['Ryan Clark']","Questionable: concussion","week_11","Pittsburgh Steelers",2012
"4","['Isaac Redman']","Probable: concussion","week_12","Pittsburgh Steelers",2012
"5","['Will Johnson']","Questionable: concussion","week_14","Pittsburgh Steelers",2012
