"","name","injury","week","team","year"
"1","['Clint Session']","Physically Unable to Perform: concussion","week_1","Jacksonville Jaguars",2012
"2","['Clint Session']","Physically Unable to Perform: concussion","week_2","Jacksonville Jaguars",2012
"3","['Clint Session']","Physically Unable to Perform: concussion","week_3","Jacksonville Jaguars",2012
"4","['Montell Owens']","Probable: concussion","week_4","Jacksonville Jaguars",2012
"5","['Kevin Rutland']","Probable: concussion","week_4","Jacksonville Jaguars",2012
"6","['Clint Session']","Physically Unable to Perform: concussion","week_4","Jacksonville Jaguars",2012
"7","['Laurent Robinson']","Out: concussion","week_5","Jacksonville Jaguars",2012
"8","['Clint Session']","Physically Unable to Perform: concussion","week_5","Jacksonville Jaguars",2012
"9","['Laurent Robinson']","Out: concussion","week_7","Jacksonville Jaguars",2012
"10","['Clint Session']","Physically Unable to Perform: concussion","week_7","Jacksonville Jaguars",2012
"11","['Laurent Robinson']","Questionable: concussion","week_8","Jacksonville Jaguars",2012
"12","['Clint Session']","Physically Unable to Perform: concussion","week_8","Jacksonville Jaguars",2012
"13","['Laurent Robinson']","Probable: concussion","week_9","Jacksonville Jaguars",2012
"14","['Clint Session']","Physically Unable to Perform: concussion","week_9","Jacksonville Jaguars",2012
"15","['Clint Session']","Physically Unable to Perform: concussion","week_10","Jacksonville Jaguars",2012
"16","['Clint Session']","Physically Unable to Perform: concussion","week_11","Jacksonville Jaguars",2012
"17","['William Middleton']","Questionable: concussion","week_12","Jacksonville Jaguars",2012
"18","['Laurent Robinson']","Injured Reserve: concussion","week_12","Jacksonville Jaguars",2012
"19","['Clint Session']","Physically Unable to Perform: concussion","week_12","Jacksonville Jaguars",2012
"20","['William Middleton']","Injured Reserve: concussion","week_13","Jacksonville Jaguars",2012
"21","['Laurent Robinson']","Injured Reserve: concussion","week_13","Jacksonville Jaguars",2012
"22","['Clint Session']","Physically Unable to Perform: concussion","week_13","Jacksonville Jaguars",2012
"23","['Rashad Jennings']","Doubtful: concussion","week_14","Jacksonville Jaguars",2012
"24","['William Middleton']","Injured Reserve: concussion","week_14","Jacksonville Jaguars",2012
"25","['Laurent Robinson']","Injured Reserve: concussion","week_14","Jacksonville Jaguars",2012
"26","['George Selvie']","Doubtful: concussion","week_14","Jacksonville Jaguars",2012
"27","['Clint Session']","Physically Unable to Perform: concussion","week_14","Jacksonville Jaguars",2012
"28","['Cecil Shorts']","Doubtful: concussion","week_14","Jacksonville Jaguars",2012
"29","['Rashad Jennings']","Doubtful: concussion","week_15","Jacksonville Jaguars",2012
"30","['William Middleton']","Injured Reserve: concussion","week_15","Jacksonville Jaguars",2012
"31","['Laurent Robinson']","Injured Reserve: concussion","week_15","Jacksonville Jaguars",2012
"32","['George Selvie']","Questionable: concussion","week_15","Jacksonville Jaguars",2012
"33","['Clint Session']","Physically Unable to Perform: concussion","week_15","Jacksonville Jaguars",2012
"34","['Cecil Shorts']","Probable: concussion","week_15","Jacksonville Jaguars",2012
"35","['Rashad Jennings']","Doubtful: concussion","week_16","Jacksonville Jaguars",2012
"36","['William Middleton']","Injured Reserve: concussion","week_16","Jacksonville Jaguars",2012
"37","['Laurent Robinson']","Injured Reserve: concussion","week_16","Jacksonville Jaguars",2012
"38","['George Selvie']","Questionable: concussion","week_16","Jacksonville Jaguars",2012
"39","['Clint Session']","Physically Unable to Perform: concussion","week_16","Jacksonville Jaguars",2012
"40","['Rashad Jennings']","Injured Reserve: concussion","week_17","Jacksonville Jaguars",2012
"41","['William Middleton']","Injured Reserve: concussion","week_17","Jacksonville Jaguars",2012
"42","['Uche Nwaneri']","Doubtful: concussion","week_17","Jacksonville Jaguars",2012
"43","['Laurent Robinson']","Injured Reserve: concussion","week_17","Jacksonville Jaguars",2012
"44","['Clint Session']","Physically Unable to Perform: concussion","week_17","Jacksonville Jaguars",2012
"45","['Cecil Shorts']","Injured Reserve: concussion","week_17","Jacksonville Jaguars",2012
