"","name","injury","week","team","year"
"1","['Jamey Richard']","Injured Reserve: concussion","week_1","New England Patriots",2012
"2","['Jamey Richard']","Injured Reserve: concussion","week_2","New England Patriots",2012
"3","['Jamey Richard']","Injured Reserve: concussion","week_3","New England Patriots",2012
"4","['Jamey Richard']","Injured Reserve: concussion","week_4","New England Patriots",2012
"5","['Michael Hoomanawanui']","Questionable: concussion","week_5","New England Patriots",2012
"6","['Jamey Richard']","Injured Reserve: concussion","week_5","New England Patriots",2012
"7","['Michael Hoomanawanui']","Questionable: concussion","week_6","New England Patriots",2012
"8","['Jamey Richard']","Injured Reserve: concussion","week_6","New England Patriots",2012
"9","['Michael Hoomanawanui']","Questionable: concussion","week_7","New England Patriots",2012
"10","['Jamey Richard']","Injured Reserve: concussion","week_7","New England Patriots",2012
"11","['Jamey Richard']","Injured Reserve: concussion","week_8","New England Patriots",2012
"12","['Jamey Richard']","Injured Reserve: concussion","week_10","New England Patriots",2012
"13","['Jamey Richard']","Injured Reserve: concussion","week_11","New England Patriots",2012
"14","['Jamey Richard']","Injured Reserve: concussion","week_12","New England Patriots",2012
"15","['Jamey Richard']","Injured Reserve: concussion","week_13","New England Patriots",2012
"16","['Matthew Slater']","Questionable: concussion","week_13","New England Patriots",2012
"17","['Jamey Richard']","Injured Reserve: concussion","week_14","New England Patriots",2012
"18","['Jamey Richard']","Injured Reserve: concussion","week_15","New England Patriots",2012
"19","['Jamey Richard']","Injured Reserve: concussion","week_16","New England Patriots",2012
"20","['Jamey Richard']","Injured Reserve: concussion","week_17","New England Patriots",2012
"21","['Jamey Richard']","Injured Reserve: concussion","week_19","New England Patriots",2012
"22","['Jamey Richard']","Injured Reserve: concussion","week_20","New England Patriots",2012
