"","name","injury","week","team","year"
"1","['Eugene Sims']","Questionable: concussion","week_6","Los Angeles Rams",2012
"2","['Robert Quinn']","Questionable: concussion","week_13","Los Angeles Rams",2012
"3","['Craig Dahl']","Doubtful: concussion","week_15","Los Angeles Rams",2012
