"","name","injury","week","team","year"
"1","['Jeremy Kerley']","Probable: Concussion","week_1","New York Jets",2015
"2","['Lorenzo Mauldin']","Out: Concussion","week_2","New York Jets",2015
"3","['Lorenzo Mauldin']","Probable: Concussion","week_3","New York Jets",2015
"4","['Jeff Cumberland']","Out: Concussion","week_4","New York Jets",2015
"5","['Jeff Cumberland']","Probable: Concussion","week_6","New York Jets",2015
"6","['Jamari Lattimore']","Probable: Concussion","week_6","New York Jets",2015
"7","['Buster Skrine']","Probable: Concussion","week_7","New York Jets",2015
"8","['Darrelle Revis']","Out: Concussion","week_12","New York Jets",2015
"9","['Darrelle Revis']","Out: Concussion","week_13","New York Jets",2015
"10","['Darrelle Revis']","Probable: Concussion","week_14","New York Jets",2015
