"","name","injury","week","team","year"
"1","['Pierre Desir']","Probable: Concussion","week_1","Cleveland Browns",2015
"2","['Josh McCown']","Out: Concussion","week_2","Cleveland Browns",2015
"3","['Josh McCown']","Probable: Concussion","week_3","Cleveland Browns",2015
"4","[""K'Waun Williams""]","Out: Concussion","week_3","Cleveland Browns",2015
"5","[""K'Waun Williams""]","Out: Concussion","week_4","Cleveland Browns",2015
"6","[""K'Waun Williams""]","Probable: Concussion","week_5","Cleveland Browns",2015
"7","['Joe Haden']","Out: Concussion","week_6","Cleveland Browns",2015
"8","['Joe Haden']","Out: Concussion","week_7","Cleveland Browns",2015
"9","['Joe Haden']","Probable: Concussion","week_8","Cleveland Browns",2015
"10","['Andrew Hawkins']","Out: Concussion","week_8","Cleveland Browns",2015
"11","['Joe Haden']","Injured Reserve: Concussion","week_9","Cleveland Browns",2015
"12","['Brian Hartline']","Out: Concussion","week_9","Cleveland Browns",2015
"13","['Andrew Hawkins']","Out: Concussion","week_9","Cleveland Browns",2015
"14","['Donte Whitner']","Out: Concussion","week_9","Cleveland Browns",2015
"15","['Joe Haden']","Injured Reserve: Concussion","week_10","Cleveland Browns",2015
"16","['Brian Hartline']","Probable: Concussion","week_10","Cleveland Browns",2015
"17","['Andrew Hawkins']","Probable: Concussion","week_10","Cleveland Browns",2015
"18","['Donte Whitner']","Out: Concussion","week_10","Cleveland Browns",2015
"19","['Taylor Gabriel']","Out: Concussion","week_12","Cleveland Browns",2015
"20","['Joe Haden']","Injured Reserve: Concussion","week_12","Cleveland Browns",2015
"21","['Andrew Hawkins']","Injured Reserve: Concussion","week_12","Cleveland Browns",2015
"22","['Donte Whitner']","Probable: Concussion","week_12","Cleveland Browns",2015
"23","['Taylor Gabriel']","Out: Concussion","week_13","Cleveland Browns",2015
"24","['Justin Gilbert']","Out: Concussion","week_13","Cleveland Browns",2015
"25","['Joe Haden']","Injured Reserve: Concussion","week_13","Cleveland Browns",2015
"26","['Andrew Hawkins']","Injured Reserve: Concussion","week_13","Cleveland Browns",2015
"27","['Taylor Gabriel']","Questionable: Concussion","week_14","Cleveland Browns",2015
"28","['Justin Gilbert']","Out: Concussion","week_14","Cleveland Browns",2015
"29","['Joe Haden']","Injured Reserve: Concussion","week_14","Cleveland Browns",2015
"30","['Andrew Hawkins']","Injured Reserve: Concussion","week_14","Cleveland Browns",2015
"31","['Justin Gilbert']","Questionable: Concussion","week_15","Cleveland Browns",2015
"32","['Joe Haden']","Injured Reserve: Concussion","week_15","Cleveland Browns",2015
"33","['Andrew Hawkins']","Injured Reserve: Concussion","week_15","Cleveland Browns",2015
"34","['Glenn Winston']","Out: Concussion","week_15","Cleveland Browns",2015
"35","['Joe Haden']","Injured Reserve: Concussion","week_16","Cleveland Browns",2015
"36","['Andrew Hawkins']","Injured Reserve: Concussion","week_16","Cleveland Browns",2015
"37","['Glenn Winston']","Out: Concussion","week_16","Cleveland Browns",2015
"38","['Joe Haden']","Injured Reserve: Concussion","week_17","Cleveland Browns",2015
"39","['Andrew Hawkins']","Injured Reserve: Concussion","week_17","Cleveland Browns",2015
"40","['Johnny Manziel']","Out: Concussion","week_17","Cleveland Browns",2015
"41","['Marlon Moore']","Out: Concussion","week_17","Cleveland Browns",2015
"42","['Tramon Williams']","Out: Concussion","week_17","Cleveland Browns",2015
"43","['Glenn Winston']","Out: Concussion","week_17","Cleveland Browns",2015
