"","name","injury","week","team","year"
"1","['Mike DeVito']","Out: Concussion","week_7","Kansas City Chiefs",2015
"2","['Jeremy Maclin']","Questionable: Concussion","week_7","Kansas City Chiefs",2015
"3","['Mike DeVito']","Out: Concussion","week_8","Kansas City Chiefs",2015
"4","['Jeremy Maclin']","Probable: Concussion","week_8","Kansas City Chiefs",2015
"5","['Mike DeVito']","Probable: Concussion","week_10","Kansas City Chiefs",2015
"6","[""De'Anthony Thomas""]","Injured Reserve: Concussion","week_12","Kansas City Chiefs",2015
"7","['Mitch Morse']","Out: Concussion","week_13","Kansas City Chiefs",2015
"8","[""De'Anthony Thomas""]","Injured Reserve: Concussion","week_13","Kansas City Chiefs",2015
"9","['Husain Abdullah']","Out: Concussion","week_14","Kansas City Chiefs",2015
"10","['Mike DeVito']","Out: Concussion","week_14","Kansas City Chiefs",2015
"11","['Mitch Morse']","Probable: Concussion","week_14","Kansas City Chiefs",2015
"12","[""De'Anthony Thomas""]","Injured Reserve: Concussion","week_14","Kansas City Chiefs",2015
"13","['Husain Abdullah']","Out: Concussion","week_15","Kansas City Chiefs",2015
"14","['Mike DeVito']","Probable: Concussion","week_15","Kansas City Chiefs",2015
"15","[""De'Anthony Thomas""]","Injured Reserve: Concussion","week_15","Kansas City Chiefs",2015
"16","['Husain Abdullah']","Out: Concussion","week_16","Kansas City Chiefs",2015
"17","[""De'Anthony Thomas""]","Injured Reserve: Concussion","week_16","Kansas City Chiefs",2015
"18","['Husain Abdullah']","Questionable: Concussion","week_17","Kansas City Chiefs",2015
"19","[""De'Anthony Thomas""]","Injured Reserve: Concussion","week_17","Kansas City Chiefs",2015
"20","['Husain Abdullah']","Questionable: concussion","week_18","Kansas City Chiefs",2015
"21","['Dee Ford']","Questionable: concussion, wrist","week_18","Kansas City Chiefs",2015
"22","['Mitch Morse']","Out: concussion","week_18","Kansas City Chiefs",2015
"23","[""De'Anthony Thomas""]","Injured Reserve: Concussion","week_18","Kansas City Chiefs",2015
"24","['Mitch Morse']","Out: concussion","week_19","Kansas City Chiefs",2015
"25","[""De'Anthony Thomas""]","Injured Reserve: Concussion","week_19","Kansas City Chiefs",2015
