"","name","injury","week","team","year"
"1","['LaRon Byrd']","Injured Reserve: Concussion","week_1","Carolina Panthers",2016
"2","['LaRon Byrd']","Injured Reserve: Concussion","week_2","Carolina Panthers",2016
"3","['LaRon Byrd']","Injured Reserve: Concussion","week_3","Carolina Panthers",2016
"4","['LaRon Byrd']","Injured Reserve: Concussion","week_4","Carolina Panthers",2016
"5","['Cam Newton']",": concussion","week_4","Carolina Panthers",2016
"6","['Michael Oher']","Injured Reserve: Concussion","week_4","Carolina Panthers",2016
"7","['LaRon Byrd']","Injured Reserve: Concussion","week_5","Carolina Panthers",2016
"8","['Cam Newton']","Out: concussion","week_5","Carolina Panthers",2016
"9","['Michael Oher']","Injured Reserve: Concussion","week_5","Carolina Panthers",2016
"10","['LaRon Byrd']","Injured Reserve: Concussion","week_6","Carolina Panthers",2016
"11","['Cam Newton']","Questionable: concussion","week_6","Carolina Panthers",2016
"12","['Michael Oher']","Injured Reserve: Concussion","week_6","Carolina Panthers",2016
"13","['LaRon Byrd']","Injured Reserve: Concussion","week_8","Carolina Panthers",2016
"14","['Cam Newton']",": concussion","week_8","Carolina Panthers",2016
"15","['Michael Oher']","Injured Reserve: Concussion","week_8","Carolina Panthers",2016
"16","['Daryl Worley']","Questionable: concussion","week_8","Carolina Panthers",2016
"17","['LaRon Byrd']","Injured Reserve: Concussion","week_9","Carolina Panthers",2016
"18","['Cam Newton']",": concussion","week_9","Carolina Panthers",2016
"19","['Michael Oher']","Injured Reserve: Concussion","week_9","Carolina Panthers",2016
"20","['LaRon Byrd']","Injured Reserve: Concussion","week_10","Carolina Panthers",2016
"21","['Colin Jones']","Out: concussion","week_10","Carolina Panthers",2016
"22","['Cam Newton']",": concussion","week_10","Carolina Panthers",2016
"23","['Michael Oher']","Injured Reserve: Concussion","week_10","Carolina Panthers",2016
"24","['LaRon Byrd']","Injured Reserve: Concussion","week_11","Carolina Panthers",2016
"25","['Colin Jones']","Out: concussion","week_11","Carolina Panthers",2016
"26","['Cam Newton']",": concussion","week_11","Carolina Panthers",2016
"27","['Michael Oher']","Injured Reserve: Concussion","week_11","Carolina Panthers",2016
"28","['LaRon Byrd']","Injured Reserve: Concussion","week_12","Carolina Panthers",2016
"29","['Colin Jones']","Questionable: concussion","week_12","Carolina Panthers",2016
"30","['Luke Kuechly']","Out: concussion","week_12","Carolina Panthers",2016
"31","['Cam Newton']",": concussion","week_12","Carolina Panthers",2016
"32","['Michael Oher']","Injured Reserve: Concussion","week_12","Carolina Panthers",2016
"33","['LaRon Byrd']","Injured Reserve: Concussion","week_13","Carolina Panthers",2016
"34","['Kurt Coleman']","Out: concussion","week_13","Carolina Panthers",2016
"35","['Luke Kuechly']","Out: concussion","week_13","Carolina Panthers",2016
"36","['Cam Newton']",": concussion","week_13","Carolina Panthers",2016
"37","['Michael Oher']","Injured Reserve: Concussion","week_13","Carolina Panthers",2016
"38","['LaRon Byrd']","Injured Reserve: Concussion","week_14","Carolina Panthers",2016
"39","['Kurt Coleman']","Questionable: concussion","week_14","Carolina Panthers",2016
"40","['Luke Kuechly']","Questionable: concussion","week_14","Carolina Panthers",2016
"41","['David Mayo']","Out: concussion","week_14","Carolina Panthers",2016
"42","['Cam Newton']",": concussion","week_14","Carolina Panthers",2016
"43","['Michael Oher']","Injured Reserve: Concussion","week_14","Carolina Panthers",2016
"44","['Daryl Worley']","Questionable: concussion","week_14","Carolina Panthers",2016
"45","['LaRon Byrd']","Injured Reserve: Concussion","week_15","Carolina Panthers",2016
"46","['Luke Kuechly']","Questionable: concussion","week_15","Carolina Panthers",2016
"47","['David Mayo']","Questionable: concussion","week_15","Carolina Panthers",2016
"48","['Michael Oher']","Injured Reserve: Concussion","week_15","Carolina Panthers",2016
"49","['LaRon Byrd']","Injured Reserve: Concussion","week_16","Carolina Panthers",2016
"50","['Cam Newton']",": concussion","week_16","Carolina Panthers",2016
"51","['Michael Oher']","Injured Reserve: Concussion","week_16","Carolina Panthers",2016
"52","['LaRon Byrd']","Injured Reserve: Concussion","week_17","Carolina Panthers",2016
"53","['Michael Oher']","Injured Reserve: Concussion","week_17","Carolina Panthers",2016
