"","name","injury","week","team","year"
"1","['Martrell Spaight']","Out: concussion","week_2","Washington Redskins",2016
"2","['Martrell Spaight']","Questionable: concussion","week_3","Washington Redskins",2016
"3","['David Bruton']","Injured Reserve: Concussion","week_5","Washington Redskins",2016
"4","[""Su'a Cravens""]","Out: concussion","week_5","Washington Redskins",2016
"5","['David Bruton']","Injured Reserve: Concussion","week_6","Washington Redskins",2016
"6","[""Su'a Cravens""]","Questionable: concussion","week_6","Washington Redskins",2016
"7","['Jordan Reed']","Questionable: concussion","week_6","Washington Redskins",2016
"8","['David Bruton']","Injured Reserve: Concussion","week_7","Washington Redskins",2016
"9","['Jordan Reed']","Out: concussion","week_7","Washington Redskins",2016
"10","['David Bruton']","Injured Reserve: Concussion","week_8","Washington Redskins",2016
"11","['Josh Norman']","Questionable: concussion, wrist","week_8","Washington Redskins",2016
"12","['Jordan Reed']","Questionable: concussion","week_8","Washington Redskins",2016
"13","['David Bruton']","Injured Reserve: Concussion","week_10","Washington Redskins",2016
"14","['Duke Ihenacho']","Questionable: concussion","week_10","Washington Redskins",2016
"15","['David Bruton']","Injured Reserve: Concussion","week_11","Washington Redskins",2016
"16","['David Bruton']","Injured Reserve: Concussion","week_12","Washington Redskins",2016
"17","['David Bruton']","Injured Reserve: Concussion","week_13","Washington Redskins",2016
"18","['Will Blackmon']","Out: concussion, thumb","week_14","Washington Redskins",2016
"19","['David Bruton']","Injured Reserve: Concussion","week_14","Washington Redskins",2016
"20","['Spencer Long']","Out: concussion, stinger","week_14","Washington Redskins",2016
"21","['Will Blackmon']","Questionable: concussion, thumb","week_15","Washington Redskins",2016
"22","['Mack Brown']","Questionable: concussion","week_15","Washington Redskins",2016
"23","['David Bruton']","Injured Reserve: Concussion","week_15","Washington Redskins",2016
"24","['Spencer Long']","Questionable: concussion, stinger","week_15","Washington Redskins",2016
"25","['David Bruton']","Injured Reserve: Concussion","week_16","Washington Redskins",2016
"26","['Quinton Dunbar']","Out: concussion","week_16","Washington Redskins",2016
"27","['David Bruton']","Injured Reserve: Concussion","week_17","Washington Redskins",2016
"28","['Quinton Dunbar']","Out: concussion","week_17","Washington Redskins",2016
