"","name","injury","week","team","year"
"1","['Jeff Linkenbach']","Injured Reserve: Concussion","week_1","Jacksonville Jaguars",2016
"2","['Jared Odrick']","Questionable: jaw, concussion protocol","week_1","Jacksonville Jaguars",2016
"3","['Jeff Linkenbach']","Injured Reserve: Concussion","week_2","Jacksonville Jaguars",2016
"4","['Jeff Linkenbach']","Injured Reserve: Concussion","week_3","Jacksonville Jaguars",2016
"5","['Jeff Linkenbach']","Injured Reserve: Concussion","week_4","Jacksonville Jaguars",2016
"6","['Jeff Linkenbach']","Injured Reserve: Concussion","week_6","Jacksonville Jaguars",2016
"7","['Jeff Linkenbach']","Injured Reserve: Concussion","week_7","Jacksonville Jaguars",2016
"8","['Jeff Linkenbach']","Injured Reserve: Concussion","week_8","Jacksonville Jaguars",2016
"9","['Jeff Linkenbach']","Injured Reserve: Concussion","week_9","Jacksonville Jaguars",2016
"10","['Allen Hurns']","Questionable: concussion","week_10","Jacksonville Jaguars",2016
"11","['Jeff Linkenbach']","Injured Reserve: Concussion","week_10","Jacksonville Jaguars",2016
"12","['Bryan Walters']","Out: concussion","week_10","Jacksonville Jaguars",2016
"13","['Jeff Linkenbach']","Injured Reserve: Concussion","week_11","Jacksonville Jaguars",2016
"14","['Bryan Walters']","Questionable: concussion","week_11","Jacksonville Jaguars",2016
"15","['Arrelious Benn']","Questionable: concussion","week_12","Jacksonville Jaguars",2016
"16","['Aaron Colvin']","Questionable: concussion","week_12","Jacksonville Jaguars",2016
"17","['Jeff Linkenbach']","Injured Reserve: Concussion","week_12","Jacksonville Jaguars",2016
"18","['Jeff Linkenbach']","Injured Reserve: Concussion","week_13","Jacksonville Jaguars",2016
"19","['Jeff Linkenbach']","Injured Reserve: Concussion","week_14","Jacksonville Jaguars",2016
"20","['Jeff Linkenbach']","Injured Reserve: Concussion","week_15","Jacksonville Jaguars",2016
"21","['Arrelious Benn']","Out: concussion","week_16","Jacksonville Jaguars",2016
"22","['Jeff Linkenbach']","Injured Reserve: Concussion","week_16","Jacksonville Jaguars",2016
"23","['Neal Sterling']","Out: concussion","week_16","Jacksonville Jaguars",2016
"24","['Jeff Linkenbach']","Injured Reserve: Concussion","week_17","Jacksonville Jaguars",2016
"25","['Neal Sterling']","Questionable: concussion","week_17","Jacksonville Jaguars",2016
