"","name","injury","week","team","year"
"1","['Sheldon Price']","Injured Reserve: Concussion","week_1","Baltimore Ravens",2017
"2","['Sheldon Price']","Out: Concussion","week_2","Baltimore Ravens",2017
"3","['Sheldon Price']","Injured Reserve: Concussion","week_3","Baltimore Ravens",2017
"4","['Sheldon Price']","Injured Reserve: Concussion","week_4","Baltimore Ravens",2017
"5","['Sheldon Price']","Injured Reserve: Concussion","week_5","Baltimore Ravens",2017
"6","['Sheldon Price']","Injured Reserve: Concussion","week_6","Baltimore Ravens",2017
"7","['Breshad Perriman']","Out: Concussion","week_7","Baltimore Ravens",2017
"8","['Sheldon Price']","Injured Reserve: Concussion","week_7","Baltimore Ravens",2017
"9","['Breshad Perriman']","Questionable: Concussion","week_8","Baltimore Ravens",2017
"10","['Sheldon Price']","Injured Reserve: Concussion","week_8","Baltimore Ravens",2017
"11","['Mike Wallace']","Questionable: Concussion","week_8","Baltimore Ravens",2017
"12","['Joe Flacco']","Questionable: Concussion","week_9","Baltimore Ravens",2017
"13","['Vince Mayle']","Questionable: Concussion","week_9","Baltimore Ravens",2017
"14","['Sheldon Price']","Injured Reserve: Concussion","week_9","Baltimore Ravens",2017
"15","['Lardarius Webb']","Questionable: Concussion","week_9","Baltimore Ravens",2017
"16","['Sheldon Price']","Injured Reserve: Concussion","week_11","Baltimore Ravens",2017
"17","['Ronnie Stanley']","Doubtful: Concussion","week_11","Baltimore Ravens",2017
"18","['Sheldon Price']","Injured Reserve: Concussion","week_12","Baltimore Ravens",2017
"19","['Ronnie Stanley']","Questionable: Concussion","week_12","Baltimore Ravens",2017
"20","['Sheldon Price']","Injured Reserve: Concussion","week_13","Baltimore Ravens",2017
"21","['Sheldon Price']","Injured Reserve: Concussion","week_14","Baltimore Ravens",2017
"22","['Sheldon Price']","Injured Reserve: Concussion","week_15","Baltimore Ravens",2017
"23","['Sheldon Price']","Injured Reserve: Concussion","week_16","Baltimore Ravens",2017
"24","['Sheldon Price']","Injured Reserve: Concussion","week_17","Baltimore Ravens",2017
