"","name","injury","week","team","year"
"1","['Dan France']","Injured Reserve: Concussion","week_1","Carolina Panthers",2017
"2","['Chris Scott']","Injured Reserve: Concussion","week_1","Carolina Panthers",2017
"3","['Dan France']","Injured Reserve: Concussion","week_2","Carolina Panthers",2017
"4","['Chris Scott']","Injured Reserve: Concussion","week_2","Carolina Panthers",2017
"5","['Dan France']","Injured Reserve: Concussion","week_3","Carolina Panthers",2017
"6","['Chris Scott']","Injured Reserve: Concussion","week_3","Carolina Panthers",2017
"7","['Dan France']","Injured Reserve: Concussion","week_4","Carolina Panthers",2017
"8","['Chris Scott']","Injured Reserve: Concussion","week_4","Carolina Panthers",2017
"9","['Dan France']","Injured Reserve: Concussion","week_5","Carolina Panthers",2017
"10","['Chris Scott']","Injured Reserve: Concussion","week_5","Carolina Panthers",2017
"11","['Dan France']","Injured Reserve: Concussion","week_6","Carolina Panthers",2017
"12","['Chris Scott']","Injured Reserve: Concussion","week_6","Carolina Panthers",2017
"13","['Dan France']","Injured Reserve: Concussion","week_7","Carolina Panthers",2017
"14","['Luke Kuechly']","Out: Concussion","week_7","Carolina Panthers",2017
"15","['Chris Scott']","Injured Reserve: Concussion","week_7","Carolina Panthers",2017
"16","['John Theus']","Injured Reserve: Concussion","week_7","Carolina Panthers",2017
"17","['Dan France']","Injured Reserve: Concussion","week_8","Carolina Panthers",2017
"18","['Luke Kuechly']","Questionable: Concussion","week_8","Carolina Panthers",2017
"19","['Chris Scott']","Injured Reserve: Concussion","week_8","Carolina Panthers",2017
"20","['John Theus']","Injured Reserve: Concussion","week_8","Carolina Panthers",2017
"21","['Dan France']","Injured Reserve: Concussion","week_9","Carolina Panthers",2017
"22","['Chris Scott']","Injured Reserve: Concussion","week_9","Carolina Panthers",2017
"23","['John Theus']","Injured Reserve: Concussion","week_9","Carolina Panthers",2017
"24","['Dan France']","Injured Reserve: Concussion","week_10","Carolina Panthers",2017
"25","['Chris Scott']","Injured Reserve: Concussion","week_10","Carolina Panthers",2017
"26","['John Theus']","Injured Reserve: Concussion","week_10","Carolina Panthers",2017
"27","['Dan France']","Injured Reserve: Concussion","week_12","Carolina Panthers",2017
"28","['Chris Scott']","Injured Reserve: Concussion","week_12","Carolina Panthers",2017
"29","['John Theus']","Injured Reserve: Concussion","week_12","Carolina Panthers",2017
"30","['Dan France']","Injured Reserve: Concussion","week_13","Carolina Panthers",2017
"31","['Chris Scott']","Injured Reserve: Concussion","week_13","Carolina Panthers",2017
"32","['Dan France']","Injured Reserve: Concussion","week_14","Carolina Panthers",2017
"33","['Chris Scott']","Injured Reserve: Concussion","week_14","Carolina Panthers",2017
"34","['John Theus']","Injured Reserve: Concussion","week_14","Carolina Panthers",2017
"35","['Dan France']","Injured Reserve: Concussion","week_15","Carolina Panthers",2017
"36","['Chris Scott']","Injured Reserve: Concussion","week_15","Carolina Panthers",2017
"37","['John Theus']","Injured Reserve: Concussion","week_15","Carolina Panthers",2017
"38","['Trai Turner']","Out: Concussion","week_15","Carolina Panthers",2017
"39","['Dan France']","Injured Reserve: Concussion","week_16","Carolina Panthers",2017
"40","['Chris Scott']","Injured Reserve: Concussion","week_16","Carolina Panthers",2017
"41","['John Theus']","Injured Reserve: Concussion","week_16","Carolina Panthers",2017
"42","['Trai Turner']","Out: Concussion","week_16","Carolina Panthers",2017
"43","['Dan France']","Injured Reserve: Concussion","week_17","Carolina Panthers",2017
"44","['Chris Scott']","Injured Reserve: Concussion","week_17","Carolina Panthers",2017
"45","['John Theus']","Injured Reserve: Concussion","week_17","Carolina Panthers",2017
"46","['Trai Turner']","Questionable: Concussion","week_17","Carolina Panthers",2017
"47","['Dan France']","Injured Reserve: Concussion","week_18","Carolina Panthers",2017
"48","['Chris Scott']","Injured Reserve: Concussion","week_18","Carolina Panthers",2017
"49","['John Theus']","Injured Reserve: Concussion","week_18","Carolina Panthers",2017
"50","['Trai Turner']","Questionable: Concussion","week_18","Carolina Panthers",2017
