"","name","injury","week","team","year"
"1","['Will Tukuafu']","Injured Reserve: concussion","week_1","San Francisco 49ers",2014
"2","['Chris Culliver']","Questionable: concussion","week_2","San Francisco 49ers",2014
"3","['Will Tukuafu']","Injured Reserve: concussion","week_2","San Francisco 49ers",2014
"4","['Jimmie Ward']","Questionable: concussion","week_2","San Francisco 49ers",2014
"5","['Will Tukuafu']","Injured Reserve: concussion","week_3","San Francisco 49ers",2014
"6","['Will Tukuafu']","Injured Reserve: concussion","week_4","San Francisco 49ers",2014
"7","['Will Tukuafu']","Injured Reserve: concussion","week_5","San Francisco 49ers",2014
"8","['Will Tukuafu']","Injured Reserve: concussion","week_6","San Francisco 49ers",2014
"9","['Mike Iupati']","Questionable: concussion","week_7","San Francisco 49ers",2014
"10","['Will Tukuafu']","Injured Reserve: concussion","week_7","San Francisco 49ers",2014
"11","['Will Tukuafu']","Injured Reserve: concussion","week_9","San Francisco 49ers",2014
"12","['Will Tukuafu']","Injured Reserve: concussion","week_10","San Francisco 49ers",2014
"13","['Will Tukuafu']","Injured Reserve: concussion","week_11","San Francisco 49ers",2014
"14","['Anthony Davis']","Questionable: concussion","week_12","San Francisco 49ers",2014
"15","['Will Tukuafu']","Injured Reserve: concussion","week_12","San Francisco 49ers",2014
"16","['Anthony Davis']","Questionable: concussion","week_13","San Francisco 49ers",2014
"17","['Will Tukuafu']","Injured Reserve: concussion","week_13","San Francisco 49ers",2014
"18","['Anthony Davis']","Questionable: concussion","week_14","San Francisco 49ers",2014
"19","['Will Tukuafu']","Injured Reserve: concussion","week_14","San Francisco 49ers",2014
"20","['Anthony Davis']","Questionable: concussion","week_15","San Francisco 49ers",2014
"21","['Will Tukuafu']","Injured Reserve: concussion","week_15","San Francisco 49ers",2014
"22","['Anthony Davis']","Questionable: concussion","week_16","San Francisco 49ers",2014
"23","['Frank Gore']","Questionable: concussion","week_16","San Francisco 49ers",2014
"24","['Will Tukuafu']","Injured Reserve: concussion","week_16","San Francisco 49ers",2014
"25","['Eric Reid']","Questionable: concussion","week_17","San Francisco 49ers",2014
"26","['Will Tukuafu']","Injured Reserve: concussion","week_17","San Francisco 49ers",2014
