"","name","injury","week","team","year"
"1","['Bryan Stork']","Questionable: concussion","week_6","New England Patriots",2014
"2","['Bryan Stork']","Questionable: concussion","week_7","New England Patriots",2014
"3","['Dan Connolly']","Questionable: concussion","week_8","New England Patriots",2014
"4","['Bryan Stork']","Questionable: concussion","week_8","New England Patriots",2014
"5","['Danny Aiken']","Questionable: concussion","week_13","New England Patriots",2014
"6","['Danny Aiken']","Questionable: concussion","week_14","New England Patriots",2014
"7","['Danny Aiken']","Questionable: concussion","week_15","New England Patriots",2014
"8","['Julian Edelman']","Questionable: concussion/thigh","week_16","New England Patriots",2014
"9","['Julian Edelman']","Probable: concussion/thigh","week_17","New England Patriots",2014
"10","['Julian Edelman']","Probable: concussion/thigh","week_19","New England Patriots",2014
