"","name","injury","week","team","year"
"1","['Brice Butler']","Questionable: concussion","week_1","Oakland Raiders",2014
"2","['Nick Roach']","Questionable: concussion","week_1","Oakland Raiders",2014
"3","['Nick Roach']","Questionable: concussion","week_2","Oakland Raiders",2014
"4","['Nick Roach']","Questionable: concussion","week_3","Oakland Raiders",2014
"5","['Nick Roach']","Questionable: concussion","week_4","Oakland Raiders",2014
"6","['Nick Roach']","Injured Reserve: concussion","week_6","Oakland Raiders",2014
"7","['Nick Roach']","Injured Reserve: concussion","week_7","Oakland Raiders",2014
"8","['Nick Roach']","Injured Reserve: concussion","week_8","Oakland Raiders",2014
"9","['Nick Roach']","Injured Reserve: concussion","week_9","Oakland Raiders",2014
"10","['Nick Roach']","Injured Reserve: concussion","week_10","Oakland Raiders",2014
"11","['Nick Roach']","Injured Reserve: concussion","week_11","Oakland Raiders",2014
"12","['Menelik Watson']","Questionable: concussion","week_11","Oakland Raiders",2014
"13","['Nick Roach']","Injured Reserve: concussion","week_12","Oakland Raiders",2014
"14","['Brian Leonhardt']","Probable: concussion","week_13","Oakland Raiders",2014
"15","['Latavius Murray']","Probable: concussion","week_13","Oakland Raiders",2014
"16","['Nick Roach']","Injured Reserve: concussion","week_13","Oakland Raiders",2014
"17","['Brian Leonhardt']","Questionable: concussion","week_14","Oakland Raiders",2014
"18","['Latavius Murray']","Probable: concussion","week_14","Oakland Raiders",2014
"19","['Nick Roach']","Injured Reserve: concussion","week_14","Oakland Raiders",2014
"20","['Brian Leonhardt']","Questionable: concussion","week_15","Oakland Raiders",2014
"21","['Nick Roach']","Injured Reserve: concussion","week_15","Oakland Raiders",2014
"22","['Brian Leonhardt']","Questionable: concussion","week_16","Oakland Raiders",2014
"23","['Nick Roach']","Injured Reserve: concussion","week_16","Oakland Raiders",2014
"24","['Brian Leonhardt']","Injured Reserve: concussion","week_17","Oakland Raiders",2014
"25","['Nick Roach']","Injured Reserve: concussion","week_17","Oakland Raiders",2014
