"","name","injury","week","team","year"
"1","['LeSean McCoy']","Questionable: Concussion","week_8","Buffalo Bills",2018
"2","['Derek Anderson']","Questionable: Concussion","week_9","Buffalo Bills",2018
"3","['Derek Anderson']","Out: Concussion","week_10","Buffalo Bills",2018
"4","['Derek Anderson']","Out: Concussion","week_12","Buffalo Bills",2018
"5","['Derek Anderson']","Out: Concussion","week_13","Buffalo Bills",2018
"6","['Derek Anderson']","Out: Concussion","week_14","Buffalo Bills",2018
"7","['Ryan Lewis']","Out: Concussion","week_15","Buffalo Bills",2018
"8","['Ryan Lewis']","Out: Concussion","week_16","Buffalo Bills",2018
"9","['Ryan Lewis']","Questionable: Concussion","week_17","Buffalo Bills",2018
